airline,src,dst,routeId,date,name_src,city_src,country_src,src_lng,src_lat,airportId_src,Covid confirmed cases_src,Monkeypox confirmed cases_src,name_dst,city_dst,country_dst,dst_lng,dst_lat,airportId_dst,Covid confirmed cases_dst,Monkeypox confirmed cases_dst,airline_name,airline_country,airlineId,flow count
5,3925,3297,4341,2022-04-21 00:00:00,East 34th Street Heliport,New York,United States,-73.971944,40.7425,3925,,,Jiangbei,Chongqing,China,106.641678,29.719217,3297,1927327.0,,Air China,China,5,1
5,3268,3275,4478,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Huanghua,Changcha,China,113.219633,28.189158,3275,1927327.0,,Air China,China,5,1
4,3999,3287,3349,2022-04-21 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,,,Gaoqi,Xiamen,China,118.127739,24.544036,3287,,,China Eastern Airlines,China,4,1
5,3210,3286,4279,2022-04-21 00:00:00,Sultan Ismail,Johor Bahru,Malaysia,103.669619,1.641308,3210,4415101.0,,Wujiaba,Kunming,China,102.743536,24.992364,3286,1927327.0,,Air China,China,5,1
3,5460,3306,9579,2022-04-21 00:00:00,Samburu South Airport,Samburu South,Kenya,37.5342,0.530583,5460,323646.0,,Hailang,Mudanjiang,China,129.568972,44.524072,3306,1927327.0,,Southwest Airlines,United States,3,1
3,5214,5216,10077,2022-04-21 00:00:00,Yam Island Airport,Yam Island,Australia,142.776,-9.90111,5214,,,Chifeng Airport,Chifeng,China,118.908,42.235,5216,1927327.0,,Southwest Airlines,United States,3,1
5,3268,3276,4482,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Liangjiang,Guilin,China,110.039197,25.218106,3276,1927327.0,,Air China,China,5,1
4,3827,3279,2499,2022-04-21 00:00:00,Adi Sumarmo Wiryokusumo,Solo City,Indonesia,110.756892,-7.516089,3827,6042595.0,,Xinzheng,Zhengzhou,China,113.840889,34.519672,3279,1927327.0,,China Eastern Airlines,China,4,1
4,3265,3307,3245,2022-04-21 00:00:00,Richmond,Richmond,Australia,150.780833,-33.600556,3265,5613341.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,China Eastern Airlines,China,4,1
5,3786,3278,3641,2022-04-21 00:00:00,Robins Afb,Macon,United States,-83.59185,32.640144,3786,,,Baoan Intl,Shenzhen,China,113.810664,22.639258,3278,1927327.0,,Air China,China,5,1
5,6102,3285,4342,2022-04-21 00:00:00,Lively Settlement Airstrip,Lively Island,Falkland Islands,-58.47,-52.03,6102,,,Gasa,Jinghonggasa,China,100.759611,21.973914,3285,1927327.0,,Air China,China,5,1
5,3999,3303,4724,2022-04-21 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,,,Diwopu,Urumqi,China,87.474244,43.907106,3303,1927327.0,,Air China,China,5,1
3,5248,3298,9671,2022-04-21 00:00:00,Muren Airport,Muren,Mongolia,100.099,49.6633,5248,920332.0,,Longdongbao,Guiyang,China,106.800703,26.538522,3298,1927327.0,,Southwest Airlines,United States,3,1
3,3268,3285,10209,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Gasa,Jinghonggasa,China,100.759611,21.973914,3285,1927327.0,,Southwest Airlines,United States,3,1
4,3268,3272,3120,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Binhai,Tianjin,China,117.346183,39.124353,3272,1927327.0,,China Eastern Airlines,China,4,1
9,3777,3926,285,2022-04-21 00:00:00,Key West Intl,Key West,United States,-81.759556,24.556111,3777,,,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,1927327.0,,United Airlines,United States,9,1
3,3265,3307,10444,2022-04-21 00:00:00,Richmond,Richmond,Australia,150.780833,-33.600556,3265,5613341.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Southwest Airlines,United States,3,1
4,4034,3272,3229,2022-04-21 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,203545.0,,Binhai,Tianjin,China,117.346183,39.124353,3272,1927327.0,,China Eastern Airlines,China,4,1
3,3786,3298,9529,2022-04-21 00:00:00,Robins Afb,Macon,United States,-83.59185,32.640144,3786,,,Longdongbao,Guiyang,China,106.800703,26.538522,3298,1927327.0,,Southwest Airlines,United States,3,1
4,3155,3292,2765,2022-04-21 00:00:00,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,6042595.0,,Lukou,Nanjing,China,118.862025,31.742042,3292,1927327.0,,China Eastern Airlines,China,4,1
4,3999,3287,3349,2022-04-21 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,,,Gaoqi,Xiamen,China,118.127739,24.544036,3287,,,China Eastern Airlines,China,4,1
3,2223,3291,10186,2022-04-21 00:00:00,Hualien,Hualien,Taiwan,121.616906,24.023725,2223,,,Lishe,Ninbo,China,121.461906,29.826683,3291,1927327.0,,Southwest Airlines,United States,3,1
5,3546,3307,3993,2022-04-21 00:00:00,Bob Hope,Burbank,United States,-118.358667,34.200667,3546,,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Air China,China,5,1
4,2996,3306,2722,2022-04-21 00:00:00,Zia Intl,Dhaka,Bangladesh,90.397781,23.843333,2996,1952485.0,,Hailang,Mudanjiang,China,129.568972,44.524072,3306,1927327.0,,China Eastern Airlines,China,4,1
3,2220,3285,10520,2022-04-21 00:00:00,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,,,Gasa,Jinghonggasa,China,100.759611,21.973914,3285,1927327.0,,Southwest Airlines,United States,3,1
5,2220,3275,4741,2022-04-21 00:00:00,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,,,Huanghua,Changcha,China,113.219633,28.189158,3275,1927327.0,,Air China,China,5,1
4,7442,3286,3593,2022-04-21 00:00:00,Wickenburg Municipal Airport,Wickenburg,United States,-112.7990036,33.96889877,7442,,,Wujiaba,Kunming,China,102.743536,24.992364,3286,1927327.0,,China Eastern Airlines,China,4,1
4,3976,3289,2776,2022-04-21 00:00:00,Telluride,Telluride,United States,-107.90848,37.953759,3976,,,Changle,Fuzhou,China,119.663272,25.935064,3289,1927327.0,,China Eastern Airlines,China,4,1
4,3268,5226,3033,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Changde Airport,Changde,China,111.64,28.9189,5226,1927327.0,,China Eastern Airlines,China,4,1
4,3786,3277,2375,2022-04-21 00:00:00,Robins Afb,Macon,United States,-83.59185,32.640144,3786,,,Wuxu,Nanning,China,108.172442,22.608267,3277,1927327.0,,China Eastern Airlines,China,4,1
3,3922,5229,10449,2022-04-21 00:00:00,Domododevo,Moscow,Russia,37.906111,55.408611,3922,17846818.0,,Zhuhai Airport,Zhuhai,China,113.376,22.0064,5229,,,Southwest Airlines,United States,3,1
5,4034,3272,4583,2022-04-21 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,203545.0,,Binhai,Tianjin,China,117.346183,39.124353,3272,1927327.0,,Air China,China,5,1
4,3155,3293,2768,2022-04-21 00:00:00,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,6042595.0,,Luogang,Hefei,China,117.298436,31.780019,3293,1927327.0,,China Eastern Airlines,China,4,1
3,2996,3282,9794,2022-04-21 00:00:00,Zia Intl,Dhaka,Bangladesh,90.397781,23.843333,2996,1952485.0,,Zhongchuan,Lanzhou,China,103.620775,36.515242,3282,1927327.0,,Southwest Airlines,United States,3,1
5,3222,3286,4592,2022-04-21 00:00:00,Seletar,Singapore,Singapore,103.867653,1.41695,3222,1174390.0,,Wujiaba,Kunming,China,102.743536,24.992364,3286,1927327.0,,Air China,China,5,1
3,3786,3298,9529,2022-04-21 00:00:00,Robins Afb,Macon,United States,-83.59185,32.640144,3786,,,Longdongbao,Guiyang,China,106.800703,26.538522,3298,1927327.0,,Southwest Airlines,United States,3,1
3,3268,5272,10215,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Guangyuan Airport,Guangyuan,China,105.702,32.3911,5272,1927327.0,,Southwest Airlines,United States,3,1
3,2209,3287,9876,2022-04-21 00:00:00,Lyudao,Green Island,Taiwan,121.466481,22.673853,2209,,,Gaoqi,Xiamen,China,118.127739,24.544036,3287,,,Southwest Airlines,United States,3,1
5,3786,3288,3643,2022-04-21 00:00:00,Robins Afb,Macon,United States,-83.59185,32.640144,3786,,,Changbei Intl,Nanchang,China,115.9,28.865,3288,1927327.0,,Air China,China,5,1
4,3268,3279,3127,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Xinzheng,Zhengzhou,China,113.840889,34.519672,3279,1927327.0,,China Eastern Airlines,China,4,1
4,3268,3302,3122,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Hotan,Hotan,China,79.864933,37.038522,3302,1927327.0,,China Eastern Airlines,China,4,1
5,2995,3273,3947,2022-04-21 00:00:00,Tejgaon,Dhaka,Bangladesh,90.382689,23.778783,2995,1952485.0,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,Air China,China,5,1
4,3268,3295,3140,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Hongqiao Intl,Shanghai,China,121.336319,31.197875,3295,1927327.0,,China Eastern Airlines,China,4,1
4,3268,5234,3137,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Xiangfan Airport,Xiangfan,China,112.291,32.1506,5234,1927327.0,,China Eastern Airlines,China,4,1
3,5214,5258,10095,2022-04-21 00:00:00,Yam Island Airport,Yam Island,Australia,142.776,-9.90111,5214,,,Huangyan Luqiao Airport,Huangyan,China,121.429,28.5622,5258,1927327.0,,Southwest Airlines,United States,3,1
5,3268,5225,4453,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Beihai Airport,Beihai,China,109.294,21.5394,5225,1927327.0,,Air China,China,5,1
3,2276,3307,10069,2022-04-21 00:00:00,Kochi,Kochi,Japan,133.669444,33.546111,2276,7531317.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Southwest Airlines,United States,3,1
3,5214,5529,10099,2022-04-21 00:00:00,Yam Island Airport,Yam Island,Australia,142.776,-9.90111,5214,,,Huanghua Intl,Changsha,China,113.219633,28.189158,5529,1927327.0,,Southwest Airlines,United States,3,1
3,3837,3271,10132,2022-04-21 00:00:00,Eleftherios Venizelos Intl,Athens,Greece,23.944467,37.936358,3837,3266368.0,,Dongshan,Hailar,China,119.825,49.204997,3271,1927327.0,,Southwest Airlines,United States,3,1
4,3922,3272,3250,2022-04-21 00:00:00,Domododevo,Moscow,Russia,37.906111,55.408611,3922,17846818.0,,Binhai,Tianjin,China,117.346183,39.124353,3272,1927327.0,,China Eastern Airlines,China,4,1
3,3546,3307,9697,2022-04-21 00:00:00,Bob Hope,Burbank,United States,-118.358667,34.200667,3546,,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Southwest Airlines,United States,3,1
4,1498,3307,2943,2022-04-21 00:00:00,Bresso,Milano,Italy,9.203333,45.542222,1498,15934437.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,China Eastern Airlines,China,4,1
5,3155,3273,4167,2022-04-21 00:00:00,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,6042595.0,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,Air China,China,5,1
3,6472,3273,9773,2022-04-21 00:00:00,Mamitupo,Mamitupo,Panama,-77.984167,9.186667,6472,,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,Southwest Airlines,United States,3,1
5,3925,3296,4338,2022-04-21 00:00:00,East 34th Street Heliport,New York,United States,-73.971944,40.7425,3925,,,Laishan,Yantai,China,121.371667,37.401667,3296,1927327.0,,Air China,China,5,1
3,3268,3282,10230,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Zhongchuan,Lanzhou,China,103.620775,36.515242,3282,1927327.0,,Southwest Airlines,United States,3,1
4,4188,3307,2812,2022-04-21 00:00:00,Chumphon,Chumphon,Thailand,99.361706,10.7112,4188,4128038.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,China Eastern Airlines,China,4,1
4,3395,3307,2621,2022-04-21 00:00:00,Lafayette Rgnl,Lafayette,United States,-91.987611,30.205278,3395,,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,China Eastern Airlines,China,4,1
3,2223,3306,10185,2022-04-21 00:00:00,Hualien,Hualien,Taiwan,121.616906,24.023725,2223,,,Hailang,Mudanjiang,China,129.568972,44.524072,3306,1927327.0,,Southwest Airlines,United States,3,1
4,3039,3290,2924,2022-04-21 00:00:00,Wattay Intl,Vientiane,Laos,102.563256,17.988322,3039,203545.0,,Xiaoshan,Hangzhou,China,120.434453,30.229503,3290,1927327.0,,China Eastern Airlines,China,4,1
5,3039,3289,4359,2022-04-21 00:00:00,Wattay Intl,Vientiane,Laos,102.563256,17.988322,3039,203545.0,,Changle,Fuzhou,China,119.663272,25.935064,3289,1927327.0,,Air China,China,5,1
5,3925,3285,4340,2022-04-21 00:00:00,East 34th Street Heliport,New York,United States,-73.971944,40.7425,3925,,,Gasa,Jinghonggasa,China,100.759611,21.973914,3285,1927327.0,,Air China,China,5,1
5,3155,3274,4170,2022-04-21 00:00:00,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,6042595.0,,Baiyun Intl,Guangzhou,China,113.298786,23.392436,3274,1927327.0,,Air China,China,5,1
5,3012,3273,3952,2022-04-21 00:00:00,Dehradun,Dehra Dun,India,78.180256,30.189689,3012,43052425.0,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,Air China,China,5,1
3,2248,3293,9718,2022-04-21 00:00:00,Fukue,Fukue,Japan,128.832808,32.666269,2248,7531317.0,,Luogang,Hefei,China,117.298436,31.780019,3293,1927327.0,,Southwest Airlines,United States,3,1
4,3039,3298,2921,2022-04-21 00:00:00,Wattay Intl,Vientiane,Laos,102.563256,17.988322,3039,203545.0,,Longdongbao,Guiyang,China,106.800703,26.538522,3298,1927327.0,,China Eastern Airlines,China,4,1
3,3925,3282,10019,2022-04-21 00:00:00,East 34th Street Heliport,New York,United States,-73.971944,40.7425,3925,,,Zhongchuan,Lanzhou,China,103.620775,36.515242,3282,1927327.0,,Southwest Airlines,United States,3,1
5,3222,3286,4592,2022-04-21 00:00:00,Seletar,Singapore,Singapore,103.867653,1.41695,3222,1174390.0,,Wujiaba,Kunming,China,102.743536,24.992364,3286,1927327.0,,Air China,China,5,1
4,2311,3289,3147,2022-04-21 00:00:00,Jinhae,Chinhae,South Korea,128.695792,35.141175,2311,,,Changle,Fuzhou,China,119.663272,25.935064,3289,1927327.0,,China Eastern Airlines,China,4,1
3,3268,4000,10196,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Jinan,Jinan,China,117.215992,36.857214,4000,1927327.0,,Southwest Airlines,United States,3,1
5,3922,5301,4637,2022-04-21 00:00:00,Domododevo,Moscow,Russia,37.906111,55.408611,3922,17846818.0,,Shanhaiguan Airport,Qinhuangdao,China,119.731,39.9681,5301,1927327.0,,Air China,China,5,1
4,3268,3292,3046,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Lukou,Nanjing,China,118.862025,31.742042,3292,1927327.0,,China Eastern Airlines,China,4,1
5,4034,4000,4562,2022-04-21 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,203545.0,,Jinan,Jinan,China,117.215992,36.857214,4000,1927327.0,,Air China,China,5,1
3,6978,3307,9728,2022-04-21 00:00:00,Yarram,Yarram,Australia,146.75,-38.56,6978,5613341.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Southwest Airlines,United States,3,1
5,3976,4039,4189,2022-04-21 00:00:00,Telluride,Telluride,United States,-107.90848,37.953759,3976,,,Luoyang Airport,Luoyang,China,112.28,34.41,4039,1927327.0,,Air China,China,5,1
4,3268,5217,3025,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Changzhi Airport,Changzhi,China,113.126,36.2475,5217,1927327.0,,China Eastern Airlines,China,4,1
6,3731,3307,15444,2022-04-21 00:00:00,Lubbock Preston Smith Intl,Lubbock,United States,-101.822778,33.663639,3731,,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,China Southern Airlines,China,6,1
4,3837,3307,2951,2022-04-21 00:00:00,Eleftherios Venizelos Intl,Athens,Greece,23.944467,37.936358,3837,3266368.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,China Eastern Airlines,China,4,1
3,5248,3947,9672,2022-04-21 00:00:00,Muren Airport,Muren,Mongolia,100.099,49.6633,5248,920332.0,,Dali,Dali,China,100.319444,25.649444,3947,1927327.0,,Southwest Airlines,United States,3,1
4,3268,3288,3037,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Changbei Intl,Nanchang,China,115.9,28.865,3288,1927327.0,,China Eastern Airlines,China,4,1
4,3925,3289,2903,2022-04-21 00:00:00,East 34th Street Heliport,New York,United States,-73.971944,40.7425,3925,,,Changle,Fuzhou,China,119.663272,25.935064,3289,1927327.0,,China Eastern Airlines,China,4,1
5,4011,3289,4043,2022-04-21 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,15611.0,,Changle,Fuzhou,China,119.663272,25.935064,3289,1927327.0,,Air China,China,5,1
4,4034,3273,3213,2022-04-21 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,203545.0,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,China Eastern Airlines,China,4,1
5,2996,3278,4119,2022-04-21 00:00:00,Zia Intl,Dhaka,Bangladesh,90.397781,23.843333,2996,1952485.0,,Baoan Intl,Shenzhen,China,113.810664,22.639258,3278,1927327.0,,Air China,China,5,1
4,3268,3279,3127,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Xinzheng,Zhengzhou,China,113.840889,34.519672,3279,1927327.0,,China Eastern Airlines,China,4,1
3,3922,5229,10449,2022-04-21 00:00:00,Domododevo,Moscow,Russia,37.906111,55.408611,3922,17846818.0,,Zhuhai Airport,Zhuhai,China,113.376,22.0064,5229,,,Southwest Airlines,United States,3,1
5,3268,5239,4498,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Qingyang Airport,Qingyang,China,107.603,35.7997,5239,1927327.0,,Air China,China,5,1
3,3925,3273,10012,2022-04-21 00:00:00,East 34th Street Heliport,New York,United States,-73.971944,40.7425,3925,,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,Southwest Airlines,United States,3,50
4,3999,3306,3342,2022-04-21 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,,,Hailang,Mudanjiang,China,129.568972,44.524072,3306,1927327.0,,China Eastern Airlines,China,4,1
5,2309,3306,3836,2022-04-21 00:00:00,Macomb Municipal Airport,Macomb,United States,-90.6523889,40.5200833,2309,,,Hailang,Mudanjiang,China,129.568972,44.524072,3306,1927327.0,,Air China,China,5,1
5,4267,5287,3829,2022-04-21 00:00:00,Yuzhny,Ivanovo,Russia,40.940833,56.939444,4267,17846818.0,,Qiqihar Sanjiazi Airport,Qiqihar,China,123.918131,47.239628,5287,1927327.0,,Air China,China,5,1
3,3988,3298,10025,2022-04-21 00:00:00,Levuka Airfield,Levuka,Fiji,178.83333,-17.68333,3988,64524.0,,Longdongbao,Guiyang,China,106.800703,26.538522,3298,1927327.0,,Southwest Airlines,United States,3,1
7,2223,3307,6540,2022-04-21 00:00:00,Hualien,Hualien,Taiwan,121.616906,24.023725,2223,,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,US Airways,United States,7,1
3,3946,3947,9688,2022-04-21 00:00:00,EuroAirport Basel-Mulhouse-Freiburg,Basel,Switzerland,7.529167,47.59,3946,28266009.0,,Dali,Dali,China,100.319444,25.649444,3947,1927327.0,,Southwest Airlines,United States,3,1
5,3111,3273,4053,2022-04-21 00:00:00,Kep,Kep,Vietnam,106.261083,21.394639,3111,10533164.0,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,Air China,China,5,1
4,3268,3277,3112,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Wuxu,Nanning,China,108.172442,22.608267,3277,1927327.0,,China Eastern Airlines,China,4,1
3,5214,5215,10076,2022-04-21 00:00:00,Yam Island Airport,Yam Island,Australia,142.776,-9.90111,5214,,,Beijing Nanyuan Airport,Beijing,China,116.387778,39.7825,5215,1927327.0,,Southwest Airlines,United States,3,1
5,3786,3288,3643,2022-04-21 00:00:00,Robins Afb,Macon,United States,-83.59185,32.640144,3786,,,Changbei Intl,Nanchang,China,115.9,28.865,3288,1927327.0,,Air China,China,5,1
5,2835,3302,4748,2022-04-21 00:00:00,Balkhash,Balkhash,Kazakhstan,75.005,46.893333,2835,1394290.0,,Hotan,Hotan,China,79.864933,37.038522,3302,1927327.0,,Air China,China,5,1
4,3268,5253,3062,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Ganzhou Airport,Ganzhou,China,114.912,25.8258,5253,1927327.0,,China Eastern Airlines,China,4,1
5,2220,3277,4745,2022-04-21 00:00:00,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,,,Wuxu,Nanning,China,108.172442,22.608267,3277,1927327.0,,Air China,China,5,1
4,3268,5215,3016,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Beijing Nanyuan Airport,Beijing,China,116.387778,39.7825,5215,1927327.0,,China Eastern Airlines,China,4,1
4,3039,3276,2926,2022-04-21 00:00:00,Wattay Intl,Vientiane,Laos,102.563256,17.988322,3039,203545.0,,Liangjiang,Guilin,China,110.039197,25.218106,3276,1927327.0,,China Eastern Airlines,China,4,1
4,3268,3285,3070,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Gasa,Jinghonggasa,China,100.759611,21.973914,3285,1927327.0,,China Eastern Airlines,China,4,1
4,4034,5258,3220,2022-04-21 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,203545.0,,Huangyan Luqiao Airport,Huangyan,China,121.429,28.5622,5258,1927327.0,,China Eastern Airlines,China,4,1
5,3999,3289,4723,2022-04-21 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,,,Changle,Fuzhou,China,119.663272,25.935064,3289,1927327.0,,Air China,China,5,1
5,3867,3302,4710,2022-04-21 00:00:00,Kopitnari,Kutaisi,Georgia,42.482583,42.176653,3867,1653915.0,,Hotan,Hotan,China,79.864933,37.038522,3302,1927327.0,,Air China,China,5,1
5,4034,3293,4580,2022-04-21 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,203545.0,,Luogang,Hefei,China,117.298436,31.780019,3293,1927327.0,,Air China,China,5,1
4,4034,3293,3227,2022-04-21 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,203545.0,,Luogang,Hefei,China,117.298436,31.780019,3293,1927327.0,,China Eastern Airlines,China,4,1
8,3451,3926,12881,2022-04-21 00:00:00,Page Fld,Fort Myers,United States,-81.86325,26.586611,3451,,,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,1927327.0,,Delta Air Lines,United States,8,1
3,2276,3307,10069,2022-04-21 00:00:00,Kochi,Kochi,Japan,133.669444,33.546111,2276,7531317.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Southwest Airlines,United States,3,1
3,3268,3289,10200,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Changle,Fuzhou,China,119.663272,25.935064,3289,1927327.0,,Southwest Airlines,United States,3,1
4,3155,3296,2762,2022-04-21 00:00:00,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,6042595.0,,Laishan,Yantai,China,121.371667,37.401667,3296,1927327.0,,China Eastern Airlines,China,4,1
5,3265,3273,4621,2022-04-21 00:00:00,Richmond,Richmond,Australia,150.780833,-33.600556,3265,5613341.0,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,Air China,China,5,1
3,3922,3291,10450,2022-04-21 00:00:00,Domododevo,Moscow,Russia,37.906111,55.408611,3922,17846818.0,,Lishe,Ninbo,China,121.461906,29.826683,3291,1927327.0,,Southwest Airlines,United States,3,1
5,3922,5230,4639,2022-04-21 00:00:00,Domododevo,Moscow,Russia,37.906111,55.408611,3922,17846818.0,,Bailian Airport,Liuzhou,China,109.391,24.2075,5230,1927327.0,,Air China,China,5,1
5,3043,3273,4275,2022-04-21 00:00:00,Janakpur,Janakpur,Nepal,85.922394,26.708806,3043,978705.0,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,Air China,China,5,1
4,2996,3279,2726,2022-04-21 00:00:00,Zia Intl,Dhaka,Bangladesh,90.397781,23.843333,2996,1952485.0,,Xinzheng,Zhengzhou,China,113.840889,34.519672,3279,1927327.0,,China Eastern Airlines,China,4,1
5,3268,3282,4496,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Zhongchuan,Lanzhou,China,103.620775,36.515242,3282,1927327.0,,Air China,China,5,1
5,3922,3289,4628,2022-04-21 00:00:00,Domododevo,Moscow,Russia,37.906111,55.408611,3922,17846818.0,,Changle,Fuzhou,China,119.663272,25.935064,3289,1927327.0,,Air China,China,5,1
3,2256,3307,10134,2022-04-21 00:00:00,Kumamoto,Kumamoto,Japan,130.85505,32.837319,2256,7531317.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Southwest Airlines,United States,3,1
5,4034,5220,4579,2022-04-21 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,203545.0,,Baotou Airport,Baotou,China,109.997,40.56,5220,1927327.0,,Air China,China,5,1
3,2996,3295,9795,2022-04-21 00:00:00,Zia Intl,Dhaka,Bangladesh,90.397781,23.843333,2996,1952485.0,,Hongqiao Intl,Shanghai,China,121.336319,31.197875,3295,1927327.0,,Southwest Airlines,United States,3,1
5,3867,3302,4710,2022-04-21 00:00:00,Kopitnari,Kutaisi,Georgia,42.482583,42.176653,3867,1653915.0,,Hotan,Hotan,China,79.864933,37.038522,3302,1927327.0,,Air China,China,5,1
3,3268,3285,10209,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Gasa,Jinghonggasa,China,100.759611,21.973914,3285,1927327.0,,Southwest Airlines,United States,3,1
