航空公司ID,出发地ID,目的地ID,航线ID,日期,出发地机场名称,出发地城市,出发地国家,src_lng,src_lat,出发地机场ID,出发地新冠确诊病例,出发地猴痘确诊病例,目的地机场名称,目的地城市,目的地国家,dst_lng,dst_lat,目的地机场ID,目的地新冠确诊病例,目的地猴痘确诊病例,航空公司名称,航空公司国家,航空公司ID,航线流量,病例
4,4011,3289,2656,2030-01-27 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,158355.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,115032.0,0.0,China Eastern Airlines,China,4,1,158355.0
5,4011,3289,4043,2030-01-27 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,2226663.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,115032.0,0.0,Air China,China,5,3,2226663.0
3,3095,3289,9797,2030-01-27 00:00:00,Cha Ian,Nakhon Si Thammarat,Thailand,99.955625,8.471147,3095,3125684.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,115032.0,0.0,Southwest Airlines,United States,3,1,3125684.0
4,3976,3289,2776,2030-01-27 00:00:00,Telluride,Telluride,United States,-107.90848,37.953759,3976,0.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,115032.0,0.0,China Eastern Airlines,China,4,2,0.0
4,3925,3289,2903,2030-01-27 00:00:00,East 34th Street Heliport,New York,United States,-73.971944,40.7425,3925,0.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,115032.0,0.0,China Eastern Airlines,China,4,1,0.0
5,3925,3289,4339,2030-01-27 00:00:00,East 34th Street Heliport,New York,United States,-73.971944,40.7425,3925,0.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,115032.0,0.0,Air China,China,5,1,0.0
4,3039,3289,2923,2030-01-27 00:00:00,Wattay Intl,Vientiane,Laos,102.563256,17.988322,3039,2921055.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,115032.0,0.0,China Eastern Airlines,China,4,2,2921055.0
5,3039,3289,4359,2030-01-27 00:00:00,Wattay Intl,Vientiane,Laos,102.563256,17.988322,3039,1769409.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,115032.0,0.0,Air China,China,5,1,1769409.0
4,4034,3289,3219,2030-01-27 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,1055497.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,115032.0,0.0,China Eastern Airlines,China,4,1,1055497.0
5,4034,3289,4565,2030-01-27 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,585155.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,115032.0,0.0,Air China,China,5,2,585155.0
5,3922,3289,4628,2030-01-27 00:00:00,Domododevo,Moscow,Russia,37.906111,55.408611,3922,7996993.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,115032.0,0.0,Air China,China,5,1,7996993.0
4,3999,3289,3345,2030-01-27 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,115032.0,0.0,China Eastern Airlines,China,4,3,0.0
5,3999,3289,4723,2030-01-27 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,115032.0,0.0,Air China,China,5,2,0.0
5,575,3286,3621,2030-01-27 00:00:00,Mount Pleasant,Mount Pleasant,Falkland Islands,-58.447222,-51.822777,575,0.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,115032.0,0.0,Air China,China,5,2,0.0
5,3786,3286,3648,2030-01-27 00:00:00,Robins Afb,Macon,United States,-83.59185,32.640144,3786,0.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,115032.0,0.0,Air China,China,5,2,0.0
5,2996,3286,4125,2030-01-27 00:00:00,Zia Intl,Dhaka,Bangladesh,90.397781,23.843333,2996,2253484.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,115032.0,0.0,Air China,China,5,2,2253484.0
5,3210,3286,4279,2030-01-27 00:00:00,Sultan Ismail,Johor Bahru,Malaysia,103.669619,1.641308,3210,1461826.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,115032.0,0.0,Air China,China,5,2,1461826.0
4,2223,3286,2994,2030-01-27 00:00:00,Hualien,Hualien,Taiwan,121.616906,24.023725,2223,0.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,115032.0,0.0,China Eastern Airlines,China,4,1,0.0
4,3268,3286,3132,2030-01-27 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,2630160.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,115032.0,0.0,China Eastern Airlines,China,4,3,2630160.0
5,3268,3286,4497,2030-01-27 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,1167235.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,115032.0,0.0,Air China,China,5,2,1167235.0
5,3222,3286,4592,2030-01-27 00:00:00,Seletar,Singapore,Singapore,103.867653,1.41695,3222,2154025.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,115032.0,0.0,Air China,China,5,2,2154025.0
4,3182,3286,2428,2030-01-27 00:00:00,Pinang Kampai,Dumai,Indonesia,101.433558,1.609194,3182,4021462.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,115032.0,0.0,China Eastern Airlines,China,4,3,4021462.0
5,3182,3286,3768,2030-01-27 00:00:00,Pinang Kampai,Dumai,Indonesia,101.433558,1.609194,3182,5150611.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,115032.0,0.0,Air China,China,5,1,5150611.0
5,4011,3286,4051,2030-01-27 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,2129771.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,115032.0,0.0,Air China,China,5,2,2129771.0
4,3039,3286,2933,2030-01-27 00:00:00,Wattay Intl,Vientiane,Laos,102.563256,17.988322,3039,2765808.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,115032.0,0.0,China Eastern Airlines,China,4,2,2765808.0
5,3039,3286,4361,2030-01-27 00:00:00,Wattay Intl,Vientiane,Laos,102.563256,17.988322,3039,48761.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,115032.0,0.0,Air China,China,5,3,48761.0
5,2335,3286,4366,2030-01-27 00:00:00,Yonaguni,Yonaguni Jima,Japan,122.977778,24.466944,2335,0.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,115032.0,0.0,Air China,China,5,2,0.0
4,4846,3286,3001,2030-01-27 00:00:00,Apartadó Airport,Apartadó,Colombia,-77.2,7.033,4846,5569144.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,115032.0,0.0,China Eastern Airlines,China,4,1,5569144.0
5,4034,3286,4586,2030-01-27 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,2981150.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,115032.0,0.0,Air China,China,5,2,2981150.0
4,3922,3286,3253,2030-01-27 00:00:00,Domododevo,Moscow,Russia,37.906111,55.408611,3922,7624698.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,115032.0,0.0,China Eastern Airlines,China,4,3,7624698.0
5,3922,3286,4636,2030-01-27 00:00:00,Domododevo,Moscow,Russia,37.906111,55.408611,3922,8661799.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,115032.0,0.0,Air China,China,5,2,8661799.0
4,3999,3286,3363,2030-01-27 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,115032.0,0.0,China Eastern Airlines,China,4,3,0.0
5,3999,3286,4731,2030-01-27 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,115032.0,0.0,Air China,China,5,3,0.0
4,7442,3286,3593,2030-01-27 00:00:00,Wickenburg Municipal Airport,Wickenburg,United States,-112.7990036,33.96889877,7442,0.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,115032.0,0.0,China Eastern Airlines,China,4,2,0.0
3,5214,3286,10107,2030-01-27 00:00:00,Yam Island Airport,Yam Island,Australia,142.776,-9.90111,5214,0.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,115032.0,0.0,Southwest Airlines,United States,3,2,0.0
7,3583,3926,5175,2030-01-27 00:00:00,Cincinnati Muni Lunken Fld,Cincinnati,United States,-84.418611,39.103333,3583,0.0,0.0,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,115032.0,0.0,US Airways,United States,7,1,0.0
2,3591,3926,16139,2030-01-27 00:00:00,Imperial Co,Imperial,United States,-115.578744,32.834219,3591,0.0,0.0,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,115032.0,0.0,easyJet,United Kingdom,2,1,0.0
2,3750,3926,16207,2030-01-27 00:00:00,Tyler Pounds Rgnl,Tyler,United States,-95.402386,32.354139,3750,0.0,0.0,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,115032.0,0.0,easyJet,United Kingdom,2,1,0.0
8,3387,3926,12108,2030-01-27 00:00:00,Anniston Metro,Anniston,United States,-85.858111,33.588167,3387,0.0,0.0,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,115032.0,0.0,Delta Air Lines,United States,8,3,0.0
9,3777,3926,285,2030-01-27 00:00:00,Key West Intl,Key West,United States,-81.759556,24.556111,3777,0.0,0.0,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,115032.0,0.0,United Airlines,United States,9,3,0.0
6,3777,3926,14287,2030-01-27 00:00:00,Key West Intl,Key West,United States,-81.759556,24.556111,3777,0.0,0.0,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,115032.0,0.0,China Southern Airlines,China,6,2,0.0
9,3421,3926,445,2030-01-27 00:00:00,Campbell Aaf,Hopkinsville,United States,-87.496183,36.668567,3421,0.0,0.0,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,115032.0,0.0,United Airlines,United States,9,1,0.0
6,3421,3926,14444,2030-01-27 00:00:00,Campbell Aaf,Hopkinsville,United States,-87.496183,36.668567,3421,0.0,0.0,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,115032.0,0.0,China Southern Airlines,China,6,1,0.0
9,3571,3926,574,2030-01-27 00:00:00,Tyndall Afb,Panama City,United States,-85.575417,30.069567,3571,0.0,0.0,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,115032.0,0.0,United Airlines,United States,9,3,0.0
6,3571,3926,14566,2030-01-27 00:00:00,Tyndall Afb,Panama City,United States,-85.575417,30.069567,3571,0.0,0.0,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,115032.0,0.0,China Southern Airlines,China,6,2,0.0
7,3546,3926,5657,2030-01-27 00:00:00,Bob Hope,Burbank,United States,-118.358667,34.200667,3546,0.0,0.0,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,115032.0,0.0,US Airways,United States,7,3,0.0
8,3395,3926,12450,2030-01-27 00:00:00,Lafayette Rgnl,Lafayette,United States,-91.987611,30.205278,3395,0.0,0.0,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,115032.0,0.0,Delta Air Lines,United States,8,1,0.0
2,3467,3926,16451,2030-01-27 00:00:00,Grand Forks Afb,Red River,United States,-97.401194,47.961098,3467,0.0,0.0,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,115032.0,0.0,easyJet,United Kingdom,2,1,0.0
8,3615,3926,12758,2030-01-27 00:00:00,Durango La Plata Co,Durango,United States,-107.75377,37.151516,3615,0.0,0.0,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,115032.0,0.0,Delta Air Lines,United States,8,1,0.0
8,3451,3926,12881,2030-01-27 00:00:00,Page Fld,Fort Myers,United States,-81.86325,26.586611,3451,0.0,0.0,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,115032.0,0.0,Delta Air Lines,United States,8,1,0.0
7,3598,3926,6158,2030-01-27 00:00:00,South Arkansas Rgnl At Goodwin Fld,El Dorado,United States,-92.813278,33.220972,3598,0.0,0.0,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,115032.0,0.0,US Airways,United States,7,3,0.0
8,3731,3926,13430,2030-01-27 00:00:00,Lubbock Preston Smith Intl,Lubbock,United States,-101.822778,33.663639,3731,0.0,0.0,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,115032.0,0.0,Delta Air Lines,United States,8,1,0.0
9,3653,3926,1791,2030-01-27 00:00:00,Denver Intl,Denver,United States,-104.673178,39.861656,3653,0.0,0.0,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,115032.0,0.0,United Airlines,United States,9,3,0.0
6,3653,3926,15552,2030-01-27 00:00:00,Denver Intl,Denver,United States,-104.673178,39.861656,3653,0.0,0.0,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,115032.0,0.0,China Southern Airlines,China,6,2,0.0
2,3648,3926,16700,2030-01-27 00:00:00,Key West Nas,Key West,United States,-81.688889,24.575834,3648,0.0,0.0,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,115032.0,0.0,easyJet,United Kingdom,2,3,0.0
4,3786,3277,2375,2030-01-27 00:00:00,Robins Afb,Macon,United States,-83.59185,32.640144,3786,0.0,0.0,Wuxu,Nanning,China,108.172442,22.608267,3277,115032.0,0.0,China Eastern Airlines,China,4,2,0.0
4,3268,3277,3112,2030-01-27 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,1601829.0,0.0,Wuxu,Nanning,China,108.172442,22.608267,3277,115032.0,0.0,China Eastern Airlines,China,4,2,1601829.0
5,3268,3277,4490,2030-01-27 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,1469054.0,0.0,Wuxu,Nanning,China,108.172442,22.608267,3277,115032.0,0.0,Air China,China,5,1,1469054.0
4,3222,3277,3236,2030-01-27 00:00:00,Seletar,Singapore,Singapore,103.867653,1.41695,3222,2923056.0,0.0,Wuxu,Nanning,China,108.172442,22.608267,3277,115032.0,0.0,China Eastern Airlines,China,4,3,2923056.0
5,2220,3277,4745,2030-01-27 00:00:00,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,0.0,0.0,Wuxu,Nanning,China,108.172442,22.608267,3277,115032.0,0.0,Air China,China,5,1,0.0
4,4267,3277,2457,2030-01-27 00:00:00,Yuzhny,Ivanovo,Russia,40.940833,56.939444,4267,8538220.0,0.0,Wuxu,Nanning,China,108.172442,22.608267,3277,115032.0,0.0,China Eastern Airlines,China,4,2,8538220.0
4,4011,3277,2659,2030-01-27 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,2151239.0,0.0,Wuxu,Nanning,China,108.172442,22.608267,3277,115032.0,0.0,China Eastern Airlines,China,4,3,2151239.0
5,4011,3277,4049,2030-01-27 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,96025.0,0.0,Wuxu,Nanning,China,108.172442,22.608267,3277,115032.0,0.0,Air China,China,5,2,96025.0
5,3095,3277,4128,2030-01-27 00:00:00,Cha Ian,Nakhon Si Thammarat,Thailand,99.955625,8.471147,3095,640582.0,0.0,Wuxu,Nanning,China,108.172442,22.608267,3277,115032.0,0.0,Air China,China,5,3,640582.0
4,4846,3277,2999,2030-01-27 00:00:00,Apartadó Airport,Apartadó,Colombia,-77.2,7.033,4846,4901758.0,0.0,Wuxu,Nanning,China,108.172442,22.608267,3277,115032.0,0.0,China Eastern Airlines,China,4,3,4901758.0
4,4034,3277,3226,2030-01-27 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,471201.0,0.0,Wuxu,Nanning,China,108.172442,22.608267,3277,115032.0,0.0,China Eastern Airlines,China,4,3,471201.0
4,3922,3277,3249,2030-01-27 00:00:00,Domododevo,Moscow,Russia,37.906111,55.408611,3922,7546597.0,0.0,Wuxu,Nanning,China,108.172442,22.608267,3277,115032.0,0.0,China Eastern Airlines,China,4,2,7546597.0
5,3922,3277,4633,2030-01-27 00:00:00,Domododevo,Moscow,Russia,37.906111,55.408611,3922,7119764.0,0.0,Wuxu,Nanning,China,108.172442,22.608267,3277,115032.0,0.0,Air China,China,5,2,7119764.0
4,3999,3277,3357,2030-01-27 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Wuxu,Nanning,China,108.172442,22.608267,3277,115032.0,0.0,China Eastern Airlines,China,4,1,0.0
4,7672,3277,3565,2030-01-27 00:00:00,Cococay,Ragged Island,Bahamas,-75.693333,22.148056,7672,0.0,0.0,Wuxu,Nanning,China,108.172442,22.608267,3277,115032.0,0.0,China Eastern Airlines,China,4,1,0.0
5,7590,3277,3632,2030-01-27 00:00:00,Volosovo,Volosovo,Russia,37.4517,55.0683,7590,7647117.0,0.0,Wuxu,Nanning,China,108.172442,22.608267,3277,115032.0,0.0,Air China,China,5,2,7647117.0
5,3176,3277,3639,2030-01-27 00:00:00,Lahad Datu,Lahad Datu,Malaysia,118.324036,5.032247,3176,2553008.0,0.0,Wuxu,Nanning,China,108.172442,22.608267,3277,115032.0,0.0,Air China,China,5,2,2553008.0
5,2309,3277,3839,2030-01-27 00:00:00,Macomb Municipal Airport,Macomb,United States,-90.6523889,40.5200833,2309,0.0,0.0,Wuxu,Nanning,China,108.172442,22.608267,3277,115032.0,0.0,Air China,China,5,3,0.0
5,3830,3277,3990,2030-01-27 00:00:00,Nakhon Si Thammarat,Nakhon Si Thammarat,Thailand,99.944725,8.539617,3830,1268516.0,0.0,Wuxu,Nanning,China,108.172442,22.608267,3277,115032.0,0.0,Air China,China,5,2,1268516.0
5,5538,3277,4714,2030-01-27 00:00:00,Branson LLC,Branson,United States,-93.200556,36.531994,5538,0.0,0.0,Wuxu,Nanning,China,108.172442,22.608267,3277,115032.0,0.0,Air China,China,5,2,0.0
3,5214,3277,10101,2030-01-27 00:00:00,Yam Island Airport,Yam Island,Australia,142.776,-9.90111,5214,0.0,0.0,Wuxu,Nanning,China,108.172442,22.608267,3277,115032.0,0.0,Southwest Airlines,United States,3,1,0.0
5,3786,3278,3641,2030-01-27 00:00:00,Robins Afb,Macon,United States,-83.59185,32.640144,3786,0.0,0.0,Baoan Intl,Shenzhen,China,113.810664,22.639258,3278,115032.0,0.0,Air China,China,5,2,0.0
5,2996,3278,4119,2030-01-27 00:00:00,Zia Intl,Dhaka,Bangladesh,90.397781,23.843333,2996,2366688.0,0.0,Baoan Intl,Shenzhen,China,113.810664,22.639258,3278,115032.0,0.0,Air China,China,5,1,2366688.0
5,3155,3278,4168,2030-01-27 00:00:00,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,4098891.0,0.0,Baoan Intl,Shenzhen,China,113.810664,22.639258,3278,115032.0,0.0,Air China,China,5,3,4098891.0
5,2209,3278,4214,2030-01-27 00:00:00,Lyudao,Green Island,Taiwan,121.466481,22.673853,2209,0.0,0.0,Baoan Intl,Shenzhen,China,113.810664,22.639258,3278,115032.0,0.0,Air China,China,5,3,0.0
4,3268,3278,3013,2030-01-27 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,1043147.0,0.0,Baoan Intl,Shenzhen,China,113.810664,22.639258,3278,115032.0,0.0,China Eastern Airlines,China,4,1,1043147.0
5,3268,3278,4454,2030-01-27 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,2192936.0,0.0,Baoan Intl,Shenzhen,China,113.810664,22.639258,3278,115032.0,0.0,Air China,China,5,1,2192936.0
5,2220,3278,4734,2030-01-27 00:00:00,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,0.0,0.0,Baoan Intl,Shenzhen,China,113.810664,22.639258,3278,115032.0,0.0,Air China,China,5,3,0.0
5,4267,3278,3810,2030-01-27 00:00:00,Yuzhny,Ivanovo,Russia,40.940833,56.939444,4267,6428382.0,0.0,Baoan Intl,Shenzhen,China,113.810664,22.639258,3278,115032.0,0.0,Air China,China,5,2,6428382.0
4,4011,3278,2653,2030-01-27 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,2491165.0,0.0,Baoan Intl,Shenzhen,China,113.810664,22.639258,3278,115032.0,0.0,China Eastern Airlines,China,4,1,2491165.0
5,4011,3278,4038,2030-01-27 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,1527804.0,0.0,Baoan Intl,Shenzhen,China,113.810664,22.639258,3278,115032.0,0.0,Air China,China,5,3,1527804.0
5,3976,3278,4180,2030-01-27 00:00:00,Telluride,Telluride,United States,-107.90848,37.953759,3976,0.0,0.0,Baoan Intl,Shenzhen,China,113.810664,22.639258,3278,115032.0,0.0,Air China,China,5,3,0.0
3,3976,3278,9834,2030-01-27 00:00:00,Telluride,Telluride,United States,-107.90848,37.953759,3976,0.0,0.0,Baoan Intl,Shenzhen,China,113.810664,22.639258,3278,115032.0,0.0,Southwest Airlines,United States,3,2,0.0
4,3039,3278,2919,2030-01-27 00:00:00,Wattay Intl,Vientiane,Laos,102.563256,17.988322,3039,208022.0,0.0,Baoan Intl,Shenzhen,China,113.810664,22.639258,3278,115032.0,0.0,China Eastern Airlines,China,4,3,208022.0
4,4034,3278,3214,2030-01-27 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,1545101.0,0.0,Baoan Intl,Shenzhen,China,113.810664,22.639258,3278,115032.0,0.0,China Eastern Airlines,China,4,3,1545101.0
5,4034,3278,4559,2030-01-27 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,1435863.0,0.0,Baoan Intl,Shenzhen,China,113.810664,22.639258,3278,115032.0,0.0,Air China,China,5,3,1435863.0
5,3922,3278,4624,2030-01-27 00:00:00,Domododevo,Moscow,Russia,37.906111,55.408611,3922,9026114.0,0.0,Baoan Intl,Shenzhen,China,113.810664,22.639258,3278,115032.0,0.0,Air China,China,5,3,9026114.0
4,3999,3278,3337,2030-01-27 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Baoan Intl,Shenzhen,China,113.810664,22.639258,3278,115032.0,0.0,China Eastern Airlines,China,4,2,0.0
5,7442,3278,5014,2030-01-27 00:00:00,Wickenburg Municipal Airport,Wickenburg,United States,-112.7990036,33.96889877,7442,0.0,0.0,Baoan Intl,Shenzhen,China,113.810664,22.639258,3278,115032.0,0.0,Air China,China,5,3,0.0
5,2309,3278,3833,2030-01-27 00:00:00,Macomb Municipal Airport,Macomb,United States,-90.6523889,40.5200833,2309,0.0,0.0,Baoan Intl,Shenzhen,China,113.810664,22.639258,3278,115032.0,0.0,Air China,China,5,1,0.0
5,3786,3274,3642,2030-01-27 00:00:00,Robins Afb,Macon,United States,-83.59185,32.640144,3786,0.0,0.0,Baiyun Intl,Guangzhou,China,113.298786,23.392436,3274,115032.0,0.0,Air China,China,5,3,0.0
5,3155,3274,4170,2030-01-27 00:00:00,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,4251605.0,0.0,Baiyun Intl,Guangzhou,China,113.298786,23.392436,3274,115032.0,0.0,Air China,China,5,1,4251605.0
3,3155,3274,9825,2030-01-27 00:00:00,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,6223893.0,0.0,Baiyun Intl,Guangzhou,China,113.298786,23.392436,3274,115032.0,0.0,Southwest Airlines,United States,3,3,6223893.0
4,3268,3274,3021,2030-01-27 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,978137.0,0.0,Baiyun Intl,Guangzhou,China,113.298786,23.392436,3274,115032.0,0.0,China Eastern Airlines,China,4,1,978137.0
5,3268,3274,4458,2030-01-27 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,1532469.0,0.0,Baiyun Intl,Guangzhou,China,113.298786,23.392436,3274,115032.0,0.0,Air China,China,5,2,1532469.0
5,2220,3274,4736,2030-01-27 00:00:00,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,0.0,0.0,Baiyun Intl,Guangzhou,China,113.298786,23.392436,3274,115032.0,0.0,Air China,China,5,3,0.0
5,4011,3274,4040,2030-01-27 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,515319.0,0.0,Baiyun Intl,Guangzhou,China,113.298786,23.392436,3274,115032.0,0.0,Air China,China,5,1,515319.0
5,3976,3274,4181,2030-01-27 00:00:00,Telluride,Telluride,United States,-107.90848,37.953759,3976,0.0,0.0,Baiyun Intl,Guangzhou,China,113.298786,23.392436,3274,115032.0,0.0,Air China,China,5,3,0.0
5,3922,3274,4626,2030-01-27 00:00:00,Domododevo,Moscow,Russia,37.906111,55.408611,3922,7085741.0,0.0,Baiyun Intl,Guangzhou,China,113.298786,23.392436,3274,115032.0,0.0,Air China,China,5,1,7085741.0
4,3999,3274,3340,2030-01-27 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Baiyun Intl,Guangzhou,China,113.298786,23.392436,3274,115032.0,0.0,China Eastern Airlines,China,4,2,0.0
5,3999,3274,4718,2030-01-27 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Baiyun Intl,Guangzhou,China,113.298786,23.392436,3274,115032.0,0.0,Air China,China,5,3,0.0
5,7442,3274,5015,2030-01-27 00:00:00,Wickenburg Municipal Airport,Wickenburg,United States,-112.7990036,33.96889877,7442,0.0,0.0,Baiyun Intl,Guangzhou,China,113.298786,23.392436,3274,115032.0,0.0,Air China,China,5,3,0.0
5,2309,3274,3835,2030-01-27 00:00:00,Macomb Municipal Airport,Macomb,United States,-90.6523889,40.5200833,2309,0.0,0.0,Baiyun Intl,Guangzhou,China,113.298786,23.392436,3274,115032.0,0.0,Air China,China,5,3,0.0
5,6094,3274,4117,2030-01-27 00:00:00,Assumption Island,Assumption Island,Seychelles,46.5067,-9.7422,6094,0.0,0.0,Baiyun Intl,Guangzhou,China,113.298786,23.392436,3274,115032.0,0.0,Air China,China,5,1,0.0
3,5214,3274,10079,2030-01-27 00:00:00,Yam Island Airport,Yam Island,Australia,142.776,-9.90111,5214,0.0,0.0,Baiyun Intl,Guangzhou,China,113.298786,23.392436,3274,115032.0,0.0,Southwest Airlines,United States,3,3,0.0
5,3786,3288,3643,2030-01-27 00:00:00,Robins Afb,Macon,United States,-83.59185,32.640144,3786,0.0,0.0,Changbei Intl,Nanchang,China,115.9,28.865,3288,115032.0,0.0,Air China,China,5,2,0.0
5,3210,3288,4277,2030-01-27 00:00:00,Sultan Ismail,Johor Bahru,Malaysia,103.669619,1.641308,3210,2180412.0,0.0,Changbei Intl,Nanchang,China,115.9,28.865,3288,115032.0,0.0,Air China,China,5,2,2180412.0
4,3268,3288,3037,2030-01-27 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,2557280.0,0.0,Changbei Intl,Nanchang,China,115.9,28.865,3288,115032.0,0.0,China Eastern Airlines,China,4,3,2557280.0
5,3268,3288,4463,2030-01-27 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,593868.0,0.0,Changbei Intl,Nanchang,China,115.9,28.865,3288,115032.0,0.0,Air China,China,5,1,593868.0
